SHIP DRAFT 6.16 m 
 U = 20.00 kts,  HDG =  45.0 deg,  SWH =  6.00 T0 = 11.00 Longcrested                                                   
 COUNT, NCHAN  3001   16
 DT    0.20000
 COUNT  TIME  WAVEHT   SURGE    SWAY   HEAVE    ROLL   PITCH     YAW    ROLL   PITCH     YAW  LONMOT  LATMOT  VERMOT  LONVEL  LATVEL  VERVEL  
 STEP    SEC  METER   METER   METER   METER   DEG     DEG     DEG     DEG/S   DEG/S   DEG/S   METER   METER   METER   M/S     M/S     M/S     
  990  197.798  -1.934   0.479  -0.107  -1.959   2.403   1.439  -0.691   3.646   1.025   0.205   0.612   0.424  -0.480   0.259  -0.772   0.537
  991  197.998  -2.017   0.499  -0.157  -2.010   3.111   1.616  -0.633   3.537   0.883   0.290   0.649   0.259  -0.352   0.186  -0.822   0.641
  992  198.198  -2.084   0.506  -0.202  -2.012   3.778   1.757  -0.560   3.336   0.707   0.365   0.670   0.089  -0.211   0.106  -0.853   0.703
  993  198.398  -2.415   0.499  -0.240  -1.966   4.365   1.857  -0.476   2.934   0.501   0.423   0.674  -0.081  -0.065   0.019  -0.847   0.730
  994  198.598  -2.782   0.481  -0.269  -1.877   4.843   1.916  -0.384   2.390   0.293   0.459   0.661  -0.241   0.081  -0.064  -0.803   0.729
  995  198.798  -2.881   0.450  -0.290  -1.747   5.177   1.928  -0.287   1.671   0.058   0.483   0.631  -0.387   0.221  -0.151  -0.729   0.701
  996  198.998  -2.954   0.408  -0.304  -1.580   5.363   1.894  -0.190   0.931  -0.168   0.484   0.585  -0.515   0.352  -0.229  -0.638   0.654
  997  199.198  -3.104   0.358  -0.312  -1.383   5.411   1.819  -0.096   0.240  -0.373   0.474   0.526  -0.624   0.472  -0.295  -0.548   0.601
  998  199.398  -2.908   0.299  -0.315  -1.159   5.315   1.706  -0.005  -0.478  -0.568   0.454   0.455  -0.714   0.580  -0.354  -0.447   0.539
  999  199.598  -2.244   0.235  -0.311  -0.913   5.073   1.558   0.079  -1.211  -0.739   0.420   0.375  -0.778   0.675  -0.400  -0.323   0.477
 1000  199.798  -1.570   0.167  -0.301  -0.654   4.694   1.384   0.154  -1.896  -0.871   0.377   0.289  -0.817   0.758  -0.429  -0.192   0.412
 1001  199.998  -1.132   0.097  -0.284  -0.385   4.206   1.190   0.220  -2.440  -0.969   0.327   0.201  -0.830   0.830  -0.444  -0.068   0.361
 1002  200.198  -0.771   0.028  -0.262  -0.115   3.635   0.983   0.273  -2.856  -1.036   0.266   0.112  -0.820   0.890  -0.444   0.052   0.300
 1003  200.398  -0.421  -0.039  -0.236   0.153   2.999   0.769   0.314  -3.182  -1.072   0.207   0.026  -0.788   0.939  -0.432   0.159   0.247
 1004  200.598  -0.067  -0.102  -0.203   0.412   2.293   0.550   0.343  -3.526  -1.094   0.144  -0.056  -0.732   0.975  -0.410   0.281   0.178
 1005  200.798   0.375  -0.159  -0.165   0.652   1.529   0.333   0.360  -3.822  -1.083   0.084  -0.131  -0.653   0.994  -0.373   0.396   0.095
 1006  200.998   0.812  -0.208  -0.123   0.870   0.727   0.119   0.369  -4.010  -1.073   0.042  -0.198  -0.558   0.992  -0.334   0.474  -0.008
 1007  201.198   1.058  -0.250  -0.079   1.059  -0.068  -0.091   0.371  -3.973  -1.047   0.010  -0.255  -0.456   0.966  -0.287   0.508  -0.133
 1008  201.398   1.246  -0.283  -0.038   1.215  -0.830  -0.295   0.370  -3.811  -1.024  -0.005  -0.303  -0.357   0.910  -0.240   0.499  -0.280
 1009  201.598   1.573  -0.307  -0.001   1.334  -1.551  -0.494   0.368  -3.603  -0.992  -0.009  -0.342  -0.262   0.822  -0.191   0.471  -0.436
 1010  201.798   1.907  -0.324   0.034   1.413  -2.237  -0.686   0.366  -3.432  -0.961  -0.007  -0.371  -0.174   0.702  -0.145   0.443  -0.604
 1011  201.998   2.116  -0.333   0.065   1.454  -2.879  -0.870   0.367  -3.209  -0.920   0.002  -0.391  -0.095   0.550  -0.101   0.396  -0.757
 1012  202.198   2.341  -0.334   0.089   1.455  -3.449  -1.046   0.369  -2.850  -0.881   0.012  -0.403  -0.030   0.367  -0.060   0.325  -0.914
 1013  202.398   2.641  -0.330   0.105   1.423  -3.911  -1.212   0.373  -2.314  -0.827   0.018  -0.408   0.018   0.162  -0.025   0.236  -1.029
 1014  202.598   2.944  -0.320   0.113   1.357  -4.263  -1.364   0.375  -1.758  -0.764   0.012  -0.406   0.050  -0.063   0.008   0.161  -1.126
 1015  202.798   3.364  -0.307   0.116   1.266  -4.516  -1.503   0.376  -1.263  -0.693   0.004  -0.399   0.072  -0.300   0.033   0.110  -1.181
 1016  202.998   3.880  -0.290   0.119   1.152  -4.670  -1.622   0.373  -0.771  -0.595  -0.015  -0.388   0.089  -0.537   0.056   0.085  -1.187
 1017  203.198   3.979  -0.270   0.120   1.023  -4.715  -1.716   0.365  -0.226  -0.469  -0.043  -0.373   0.102  -0.763   0.077   0.067  -1.132
 1018  203.398   3.333  -0.248   0.118   0.885  -4.633  -1.779   0.350   0.410  -0.319  -0.074  -0.354   0.110  -0.967   0.092   0.038  -1.018
 1019  203.598   2.416  -0.226   0.114   0.744  -4.434  -1.808   0.327   0.995  -0.141  -0.115  -0.333   0.114  -1.136   0.106   0.024  -0.845
 1020  203.798   1.776  -0.203   0.110   0.606  -4.156  -1.796   0.294   1.392   0.056  -0.161  -0.310   0.122  -1.261   0.118   0.039  -0.623
 1021  203.998   1.243  -0.179   0.107   0.476  -3.832  -1.741   0.252   1.621   0.277  -0.209  -0.283   0.138  -1.332   0.131   0.079  -0.356
 1022  204.198   0.464  -0.154   0.106   0.360  -3.489  -1.641   0.201   1.711   0.500  -0.258  -0.255   0.165  -1.343   0.143   0.133  -0.053
 1023  204.398  -0.429  -0.129   0.106   0.258  -3.112  -1.494   0.139   1.885   0.736  -0.309  -0.222   0.199  -1.291   0.163   0.171   0.258
 1024  204.598  -1.042  -0.102   0.105   0.175  -2.705  -1.307   0.069   2.038   0.934  -0.352  -0.186   0.240  -1.180   0.179   0.204   0.557
 1025  204.798  -1.270  -0.073   0.105   0.104  -2.269  -1.082  -0.011   2.179   1.124  -0.399  -0.145   0.289  -1.017   0.204   0.245   0.814
 1026  204.998  -1.281  -0.043   0.108   0.045  -1.821  -0.827  -0.097   2.239   1.276  -0.430  -0.099   0.346  -0.811   0.229   0.287   1.030
 1027  205.198  -1.301  -0.010   0.114  -0.004  -1.369  -0.553  -0.185   2.258   1.368  -0.442  -0.049   0.409  -0.577   0.250   0.317   1.171
 1028  205.398  -1.493   0.025   0.122  -0.055  -0.890  -0.265  -0.273   2.396   1.440  -0.439   0.006   0.471  -0.329   0.278   0.309   1.238
 1029  205.598  -1.878   0.062   0.128  -0.108  -0.380   0.024  -0.355   2.549   1.444  -0.411   0.065   0.524  -0.084   0.295   0.264   1.227
 1030  205.798  -2.301   0.100   0.134  -0.169   0.154   0.302  -0.427   2.670   1.393  -0.358   0.126   0.563   0.142   0.304   0.192   1.130
 1031  205.998  -2.461   0.138   0.137  -0.243   0.681   0.558  -0.485   2.639   1.280  -0.289   0.186   0.586   0.332   0.300   0.116   0.949
 1032  206.198  -2.140   0.175   0.139  -0.334   1.205   0.782  -0.525   2.616   1.120  -0.199   0.243   0.589   0.472   0.285   0.014   0.698
 1033  206.398  -1.496   0.209   0.137  -0.441   1.717   0.963  -0.545   2.564   0.906  -0.100   0.294   0.568   0.550   0.255  -0.101   0.390
 1034  206.598  -0.907   0.240   0.130  -0.566   2.231   1.096  -0.545   2.565   0.665  -0.002   0.337   0.523   0.561   0.215  -0.227   0.055
 1035  206.798  -0.453   0.264   0.118  -0.702   2.735   1.175  -0.525   2.520   0.395   0.098   0.369   0.452   0.505   0.160  -0.353  -0.282
 1036  206.998   0.010   0.283   0.102  -0.844   3.199   1.201  -0.489   2.321   0.131   0.183   0.389   0.363   0.387   0.102  -0.449  -0.586
 1037  207.198   0.306   0.293   0.081  -0.984   3.611   1.178  -0.436   2.060  -0.117   0.263   0.397   0.257   0.222   0.040  -0.531  -0.827
 1038  207.398   0.140   0.296   0.054  -1.111   3.962   1.116  -0.371   1.757  -0.311   0.328   0.394   0.136   0.028  -0.017  -0.605  -0.967
 1039  207.598  -0.291   0.291   0.022  -1.213   4.243   1.022  -0.293   1.404  -0.471   0.387   0.378   0.002  -0.172  -0.077  -0.670  -1.002
 1040  207.798  -0.594   0.276  -0.016  -1.281   4.438   0.908  -0.209   0.975  -0.566   0.421   0.353  -0.137  -0.358  -0.125  -0.695  -0.929
 1041  207.998  -0.779   0.254  -0.054  -1.305   4.515   0.788  -0.123   0.386  -0.600   0.431   0.320  -0.270  -0.505  -0.168  -0.665  -0.737
 1042  208.198  -0.979   0.224  -0.090  -1.276   4.464   0.670  -0.038  -0.257  -0.591   0.424   0.279  -0.390  -0.598  -0.204  -0.598  -0.465
 1043  208.398  -1.088   0.188  -0.122  -1.194   4.305   0.566   0.041  -0.793  -0.523   0.394   0.234  -0.491  -0.623  -0.226  -0.508  -0.126
 1044  208.598  -1.106   0.147  -0.150  -1.058   4.066   0.481   0.111  -1.197  -0.422   0.351   0.185  -0.573  -0.573  -0.242  -0.410   0.254
 1045  208.798  -1.210   0.102  -0.171  -0.871   3.753   0.420   0.170  -1.562  -0.307   0.296   0.136  -0.632  -0.447  -0.249  -0.293   0.627
 1046  208.998  -1.280   0.055  -0.183  -0.641   3.359   0.383   0.216  -1.970  -0.185   0.231   0.086  -0.662  -0.253  -0.249  -0.149   0.970
 1047  209.198  -1.141   0.009  -0.185  -0.382   2.890   0.372   0.248  -2.346  -0.057   0.157   0.039  -0.660  -0.004  -0.235   0.009   1.248
 1048  209.398  -1.095  -0.036  -0.176  -0.103   2.350   0.379   0.265  -2.702   0.039   0.086  -0.005  -0.628   0.285  -0.219   0.159   1.443
 1049  209.598  -1.388  -0.077  -0.162   0.179   1.772   0.400   0.269  -2.888   0.105   0.021  -0.044  -0.574   0.590  -0.196   0.271   1.524
 1050  209.798  -1.524  -0.113  -0.142   0.447   1.179   0.430   0.260  -2.967   0.147  -0.044  -0.078  -0.500   0.889  -0.166   0.368   1.497
 1051  209.998  -0.995  -0.142  -0.117   0.688   0.563   0.454   0.240  -3.078   0.121  -0.101  -0.105  -0.408   1.156  -0.138   0.463   1.334
 1052  210.198  -0.120  -0.164  -0.087   0.885  -0.062   0.468   0.209  -3.126   0.073  -0.156  -0.126  -0.298   1.368  -0.103   0.549   1.063
 1053  210.398   0.532  -0.178  -0.054   1.031  -0.682   0.465   0.169  -3.102  -0.018  -0.198  -0.140  -0.176   1.510  -0.071   0.609   0.707
 1054  210.598   0.933  -0.183  -0.020   1.114  -1.265   0.437   0.124  -2.912  -0.139  -0.229  -0.148  -0.051   1.564  -0.038   0.624   0.270
 1055  210.798   1.331  -0.180   0.009   1.133  -1.782   0.383   0.075  -2.589  -0.270  -0.241  -0.149   0.067   1.526  -0.007   0.593  -0.189
 1056  210.998   1.732  -0.169   0.033   1.089  -2.233   0.302   0.028  -2.253  -0.402  -0.235  -0.145   0.174   1.398   0.020   0.534  -0.638
 1057  211.198   2.035  -0.151   0.051   0.985  -2.617   0.198  -0.014  -1.919  -0.522  -0.214  -0.136   0.265   1.185   0.047   0.456  -1.065
 1058  211.398   2.245  -0.128   0.061   0.831  -2.922   0.076  -0.048  -1.524  -0.612  -0.169  -0.122   0.333   0.903   0.068   0.339  -1.410
 1059  211.598   2.364  -0.101   0.062   0.638  -3.148  -0.060  -0.072  -1.134  -0.678  -0.118  -0.106   0.376   0.570   0.083   0.212  -1.666
 1060  211.798   2.367  -0.072   0.054   0.421  -3.279  -0.200  -0.084  -0.653  -0.699  -0.064  -0.087   0.390   0.208   0.093   0.074  -1.811
 1061  211.998   2.355  -0.043   0.038   0.193  -3.321  -0.337  -0.086  -0.209  -0.684  -0.010  -0.068   0.380  -0.161   0.096  -0.053  -1.845
 1062  212.198   2.426  -0.015   0.017  -0.030  -3.282  -0.462  -0.080   0.193  -0.627   0.034  -0.048   0.349  -0.514   0.096  -0.155  -1.765
 1063  212.398   2.447   0.010  -0.008  -0.237  -3.159  -0.568  -0.064   0.618  -0.529   0.077  -0.030   0.299  -0.829   0.092  -0.251  -1.576
 1064  212.598   2.169   0.032  -0.035  -0.411  -2.964  -0.649  -0.042   0.975  -0.403   0.110  -0.014   0.234  -1.086   0.082  -0.323  -1.282
 1065  212.798   1.508   0.049  -0.063  -0.542  -2.708  -0.699  -0.015   1.280  -0.253   0.135   0.000   0.159  -1.269   0.069  -0.376  -0.913
 1066  212.998   0.611   0.061  -0.089  -0.625  -2.418  -0.714   0.013   1.448  -0.073   0.142   0.012   0.081  -1.366   0.057  -0.389  -0.487
 1067  213.198  -0.301   0.068  -0.112  -0.654  -2.132  -0.694   0.041   1.428   0.097   0.139   0.020   0.008  -1.374   0.041  -0.367  -0.040
 1068  213.398  -1.069   0.070  -0.131  -0.632  -1.859  -0.641   0.064   1.367   0.267   0.116   0.025  -0.056  -1.296   0.028  -0.317   0.391
 1069  213.598  -1.592   0.068  -0.145  -0.561  -1.595  -0.558   0.081   1.319   0.415   0.084   0.029  -0.108  -1.138   0.016  -0.260   0.786
 1070  213.798  -1.833   0.062  -0.155  -0.449  -1.336  -0.452   0.090   1.294   0.530   0.043   0.030  -0.146  -0.917   0.006  -0.190   1.108
 1071  213.998  -1.825   0.054  -0.157  -0.307  -1.092  -0.330   0.089   1.223   0.610  -0.003   0.030  -0.166  -0.648   0.000  -0.101   1.341
 1072  214.198  -1.729   0.044  -0.150  -0.144  -0.877  -0.200   0.080   1.074   0.647  -0.046   0.029  -0.165  -0.352  -0.005   0.004   1.484
 1073  214.398  -1.760   0.033  -0.132   0.025  -0.688  -0.072   0.063   0.943   0.640  -0.084   0.027  -0.145  -0.050  -0.007   0.101   1.509
 1074  214.598  -1.879   0.022  -0.108   0.190  -0.497   0.044   0.043   0.955   0.583  -0.102   0.025  -0.114   0.235  -0.012   0.155   1.426
 1075  214.798  -1.747   0.011  -0.080   0.336  -0.286   0.138   0.021   1.057   0.470  -0.105   0.021  -0.080   0.478  -0.018   0.171   1.213
 1076  214.998  -1.186   0.000  -0.049   0.453  -0.050   0.202   0.005   1.180   0.320  -0.084   0.016  -0.050   0.661  -0.028   0.151   0.915
 1077  215.198  -0.446  -0.010  -0.014   0.530   0.190   0.231  -0.006   1.199   0.144  -0.054   0.008  -0.022   0.768  -0.037   0.138   0.537
 1078  215.398   0.135  -0.019   0.024   0.567   0.414   0.219  -0.008   1.122  -0.057  -0.008  -0.002   0.001   0.794  -0.051   0.115   0.126
 1079  215.598   0.381  -0.028   0.063   0.562   0.633   0.168   0.001   1.091  -0.258   0.045  -0.015   0.014   0.735  -0.065   0.066  -0.292
 1080  215.798   0.200  -0.037   0.099   0.519   0.859   0.079   0.021   1.130  -0.445   0.100  -0.031   0.011   0.600  -0.079  -0.013  -0.676
 1081  215.998  -0.162  -0.047   0.128   0.447   1.077  -0.044   0.051   1.090  -0.616   0.150  -0.050  -0.007   0.400  -0.096  -0.089  -0.998
 1082  216.198  -0.086  -0.057   0.152   0.352   1.256  -0.194   0.089   0.897  -0.747   0.186  -0.072  -0.035   0.151  -0.108  -0.141  -1.245
 1083  216.398   0.567  -0.069   0.172   0.247   1.359  -0.359   0.128   0.515  -0.826   0.199  -0.095  -0.064  -0.125  -0.116  -0.148  -1.381
 1084  216.598   1.064  -0.081   0.186   0.143   1.388  -0.528   0.167   0.146  -0.843   0.193  -0.118  -0.092  -0.403  -0.117  -0.138  -1.391
 1085  216.798   0.922  -0.093   0.193   0.053   1.359  -0.687   0.199  -0.146  -0.794   0.163  -0.141  -0.116  -0.656  -0.113  -0.123  -1.266
 1086  216.998   0.564  -0.105   0.191  -0.011   1.295  -0.821   0.222  -0.321  -0.673   0.114  -0.161  -0.137  -0.860  -0.101  -0.104  -1.019
 1087  217.198   0.436  -0.116   0.183  -0.043   1.196  -0.919   0.232  -0.493  -0.488   0.051  -0.178  -0.148  -0.993  -0.084  -0.055  -0.662
 1088  217.398   0.426  -0.125   0.172  -0.040   1.049  -0.970   0.229  -0.733  -0.255  -0.020  -0.190  -0.143  -1.042  -0.059   0.024  -0.245
 1089  217.598   0.447  -0.131   0.162   0.000   0.867  -0.968   0.212  -0.913   0.009  -0.083  -0.196  -0.123  -1.000  -0.032   0.103   0.209
 1090  217.798   0.551  -0.134   0.152   0.070   0.676  -0.910   0.182  -0.952   0.291  -0.149  -0.196  -0.087  -0.870   0.001   0.178   0.650
 1091  217.998   0.590  -0.134   0.143   0.163   0.511  -0.801   0.142  -0.826   0.544  -0.201  -0.189  -0.043  -0.664   0.033   0.222   1.027
 1092  218.198   0.518  -0.130   0.134   0.266   0.388  -0.647   0.093  -0.617   0.769  -0.247  -0.175   0.009  -0.402   0.069   0.258   1.313
 1093  218.398   0.561  -0.121   0.128   0.366   0.301  -0.457   0.036  -0.436   0.948  -0.282  -0.154   0.068  -0.106   0.107   0.294   1.476
 1094  218.598   0.635  -0.108   0.126   0.449   0.240  -0.247  -0.024  -0.305   1.052  -0.301  -0.126   0.132   0.195   0.140   0.324   1.504
 1095  218.798   0.368  -0.089   0.126   0.503   0.207  -0.027  -0.085  -0.163   1.100  -0.304  -0.091   0.198   0.475   0.173   0.326   1.403
 1096  218.998  -0.139  -0.067   0.126   0.518   0.205   0.187  -0.144  -0.008   1.070  -0.296  -0.052   0.260   0.711   0.196   0.309   1.180
 1097  219.198  -0.482  -0.040   0.124   0.487   0.233   0.384  -0.200   0.139   0.986  -0.277  -0.009   0.313   0.883   0.215   0.265   0.860
 1098  219.398  -0.620  -0.010   0.119   0.407   0.276   0.554  -0.250   0.212   0.851  -0.252   0.036   0.356   0.978   0.225   0.216   0.475
 1099  219.598  -0.680   0.024   0.110   0.278   0.326   0.692  -0.293   0.254   0.690  -0.217   0.081   0.387   0.992   0.228   0.158   0.070
 1100  219.798  -0.621   0.059   0.096   0.108   0.366   0.793  -0.329   0.196   0.502  -0.176   0.126   0.407   0.925   0.223   0.098  -0.335
 1101  219.998  -0.502   0.095   0.077  -0.095   0.406   0.857  -0.355   0.201   0.323  -0.135   0.168   0.413   0.788   0.212   0.031  -0.683
 1102  220.198  -0.412   0.131   0.053  -0.320   0.453   0.889  -0.375   0.238   0.156  -0.098   0.207   0.406   0.596   0.195  -0.035  -0.960
 1103  220.398  -0.227   0.166   0.024  -0.553   0.519   0.894  -0.389   0.329   0.025  -0.069   0.243   0.386   0.368   0.178  -0.102  -1.142
 1104  220.598   0.074   0.199  -0.010  -0.780   0.601   0.878  -0.398   0.411  -0.078  -0.044   0.274   0.355   0.125   0.156  -0.154  -1.214
 1105  220.798   0.246   0.228  -0.046  -0.986   0.698   0.851  -0.400   0.482  -0.133  -0.013   0.300   0.314  -0.108   0.132  -0.206  -1.168
 1106  220.998   0.256   0.252  -0.083  -1.159   0.801   0.820  -0.395   0.515  -0.157   0.026   0.321   0.263  -0.314   0.105  -0.253  -1.027
 1107  221.198   0.289   0.270  -0.121  -1.289   0.919   0.793  -0.381   0.594  -0.133   0.071   0.337   0.202  -0.472   0.080  -0.305  -0.792
 1108  221.398   0.270   0.282  -0.157  -1.371   1.062   0.776  -0.357   0.713  -0.088   0.121   0.347   0.130  -0.572   0.050  -0.362  -0.499
 1109  221.598   0.059   0.286  -0.193  -1.399   1.231   0.769  -0.321   0.845  -0.032   0.177   0.351   0.045  -0.607   0.017  -0.426  -0.176
 1110  221.798  -0.179   0.282  -0.225  -1.374   1.399   0.773  -0.276   0.839   0.018   0.228   0.347  -0.047  -0.578  -0.018  -0.461   0.143
 1111  221.998  -0.334   0.271  -0.252  -1.299   1.531   0.785  -0.222   0.662   0.061   0.269   0.337  -0.139  -0.491  -0.052  -0.460   0.439
 1112  222.198  -0.590   0.252  -0.270  -1.175   1.599   0.798  -0.160   0.340   0.065   0.308   0.319  -0.227  -0.353  -0.091  -0.437   0.686
 1113  222.398  -1.113   0.227  -0.284  -1.013   1.616   0.809  -0.093   0.080   0.055   0.336   0.294  -0.311  -0.180  -0.123  -0.419   0.866
 1114  222.598  -1.801   0.195  -0.293  -0.820   1.583   0.810  -0.021  -0.165   0.005   0.360   0.263  -0.392   0.014  -0.157  -0.405   0.971
 1115  222.798  -2.399   0.159  -0.298  -0.604   1.485   0.794   0.054  -0.488  -0.081   0.373   0.225  -0.466   0.213  -0.189  -0.371   0.997
 1116  222.998  -2.581   0.118  -0.295  -0.375   1.302   0.755   0.129  -0.917  -0.196   0.378   0.181  -0.528   0.402  -0.220  -0.308   0.944
 1117  223.198  -2.317   0.075  -0.284  -0.144   1.026   0.689   0.203  -1.376  -0.330   0.369   0.132  -0.572   0.566  -0.245  -0.222   0.817
 1118  223.398  -1.985   0.030  -0.266   0.082   0.682   0.592   0.273  -1.720  -0.485   0.352   0.079  -0.600   0.692  -0.268  -0.140   0.633
 1119  223.598  -1.748  -0.016  -0.243   0.294   0.317   0.466   0.337  -1.826  -0.628   0.320   0.022  -0.616   0.774  -0.282  -0.078   0.411
 1120  223.798  -1.244  -0.062  -0.216   0.487  -0.060   0.310   0.392  -1.886  -0.779   0.275  -0.036  -0.617   0.807  -0.293  -0.005   0.162
 1121  223.998  -0.295  -0.107  -0.184   0.655  -0.450   0.128   0.436  -1.951  -0.910   0.217  -0.095  -0.599   0.787  -0.295   0.089  -0.098
 1122  224.198   0.762  -0.150  -0.143   0.797  -0.861  -0.074   0.465  -2.055  -1.008   0.147  -0.153  -0.558   0.721  -0.289   0.206  -0.329
 1123  224.398   1.554  -0.189  -0.098   0.912  -1.278  -0.287   0.480  -2.084  -1.067   0.072  -0.208  -0.495   0.615  -0.273   0.312  -0.532
 1124  224.598   1.977  -0.224  -0.050   0.998  -1.669  -0.505   0.479  -1.954  -1.090  -0.005  -0.258  -0.417   0.475  -0.249   0.390  -0.699
 1125  224.798   2.170  -0.253  -0.004   1.057  -2.017  -0.718   0.461  -1.740  -1.064  -0.087  -0.301  -0.326   0.313  -0.217   0.454  -0.809
 1126  224.998   2.453  -0.276   0.040   1.091  -2.324  -0.916   0.430  -1.536  -0.992  -0.158  -0.337  -0.226   0.141  -0.179   0.501  -0.859
 1127  225.198   2.819  -0.293   0.083   1.102  -2.605  -1.092   0.385  -1.408  -0.878  -0.223  -0.364  -0.116  -0.030  -0.135   0.552  -0.857
 1128  225.398   2.740  -0.302   0.123   1.093  -2.866  -1.233   0.331  -1.304  -0.708  -0.271  -0.381   0.000  -0.186  -0.085   0.577  -0.780
 1129  225.598   2.041  -0.303   0.157   1.070  -3.092  -1.337   0.272  -1.127  -0.515  -0.294  -0.388   0.111  -0.317  -0.036   0.559  -0.655
 1130  225.798   1.286  -0.297   0.183   1.034  -3.265  -1.397   0.212  -0.866  -0.302  -0.301  -0.385   0.213  -0.416   0.014   0.508  -0.495
 1131  225.998   0.837  -0.284   0.201   0.989  -3.383  -1.414   0.155  -0.589  -0.087  -0.283  -0.373   0.298  -0.479   0.061   0.425  -0.318
